real_id,nb_assigned_ids,nb_original_fp,ratio,max_chain
7fd39831-e264-4ed0-a0b6-8d05bbcbb38c,1,1,1.000000,1
c17f5405-360e-43d7-9b50-bccf6faf2207,1,3,3.000000,3
299be603-a667-4e4b-9287-3e88c441d26c,1,2,2.000000,2
907af844-581a-4044-8ddb-8bcc91df32f9,1,3,3.000000,3
f2d0957c-12af-426d-8d09-fdbbb4e0de0b,1,2,2.000000,2
30f64336-9100-4dbf-b67b-4a2096a38da9,1,1,1.000000,1
c07ff153-9e23-4312-a895-634db3ee5e20,2,3,1.500000,2
da1a2d7f-932d-4a30-b182-c07ecc3443ac,1,2,2.000000,2
70aa3c86-1745-40da-9072-13ac3ed78efd,1,3,3.000000,3
686a875f-c72b-4803-b21d-8a7401fe132a,1,2,2.000000,2
a570d9cd-f8c7-4a04-acd2-701cc226b960,1,1,1.000000,1
91675abf-4d79-497f-8fa5-224ae0472254,1,3,3.000000,3
5ac34c91-a3b4-4a11-a940-a4babf02057f,1,2,2.000000,2
10c196fc-2c76-4e4b-b628-4472949c39c3,1,3,3.000000,3
2f38656b-76d5-4b46-a81d-c90b96495673,1,3,3.000000,3
31fa27b8-6c4d-47b2-8566-b4af4d9ca9e8,3,3,1.000000,1
f812d842-42ac-4a21-8073-f483c059ca2d,1,2,2.000000,2
2bef0281-b2d9-41ac-967c-45835e5ba8c0,1,3,3.000000,3
36027d15-9fa5-4ada-bf4b-ed5b5daa5587,1,1,1.000000,1
d4be492d-c9ee-46a0-b1ab-076386b61b85,1,1,1.000000,1
5a772c33-5555-4594-83d5-0410a67adc71,1,1,1.000000,1
7a26546e-0a07-423c-9e97-0ef56212920d,1,3,3.000000,3
039c70da-6930-47d6-bdfd-f1d429ade760,1,1,1.000000,1
2847c646-a1c3-45b5-815f-46681e3db9c1,1,2,2.000000,2
a1a87013-2cc1-4ab5-a85b-9fd21ffffe4b,1,3,3.000000,3
340b7157-11e5-4463-a088-59ca98df39cd,1,3,3.000000,3
505a6b31-fc4e-421d-9a42-4882535d0da2,1,1,1.000000,1
efca79c2-0b12-4ce7-a28f-68ad9193990d,2,3,1.500000,2
bf3f096b-5f9c-4174-ab8a-49e7a574f4c7,1,2,2.000000,2
cb8044c4-b13f-45a5-a981-ad46f7a15bd9,1,1,1.000000,1
df2d69ac-fbca-4b9e-8df4-d499bb27b403,1,2,2.000000,2
6a62a318-0245-4aa5-9f3f-a6e200f8724a,1,3,3.000000,3
5f118823-51ee-47bb-859f-1316523af0ed,1,3,3.000000,3
1f84d45e-8689-42bf-9ad5-0f9c8753fbde,1,1,1.000000,1
7413fd0f-0de7-4b60-b466-60b0bdd9a9c9,1,2,2.000000,2
ece552c2-b04a-49f3-a01f-244ea2be828f,2,2,1.000000,1
06bc34ca-c98b-4c0d-9276-b7cf78be600e,1,1,1.000000,1
4f2ed62c-2a18-4888-86c1-aa01ba21b64f,1,3,3.000000,3
0062535e-d9ab-4cb0-ae8f-79133b440129,1,3,3.000000,3
ac7c0dae-6fe3-48e3-97b7-ab62571a0eb1,2,3,1.500000,2
68e7ae29-15ff-402c-adc1-76d5a932c984,1,3,3.000000,3
fd026db8-dad8-4f55-8016-d469844b2862,1,2,2.000000,2
169a37aa-17e8-4998-adea-e8e08e08013f,1,1,1.000000,1
f61809d2-a428-4a2c-81e4-461ea9908687,1,2,2.000000,2
b8f4eb79-baaf-442b-ada2-5bcd5cf89df4,1,3,3.000000,3
d8d2f244-6fe8-4084-86a0-7a0763b579ce,2,3,1.500000,2
935eb020-a824-4cdc-9442-727a6d9e019e,1,2,2.000000,2
b811ccd0-a9ef-40ef-8326-d8efbf85e50f,1,2,2.000000,2
6bbe076c-62a2-4eae-9e57-e45c85c909b2,1,1,1.000000,1
b2adc949-f710-48f8-8159-5533f440730d,1,2,2.000000,2
b5ffd988-ffeb-4513-b78a-5806be0c7dbf,1,2,2.000000,2
e4ab94f4-8c05-4815-afbf-3470cfa23a6a,1,2,2.000000,2
7d7d8bee-c73e-4544-a78c-2d4e29f75749,1,2,2.000000,2
8d7e30ed-2eb2-48c9-ad99-3d0e8cf03e99,1,1,1.000000,1
2657b615-04b0-4c11-8343-1245c9c07676,2,3,1.500000,2
af421bd7-84d7-4b0b-b621-c9b4091d1b06,1,1,1.000000,1
519e56e4-9bbe-493d-9a82-70f9d8dc5c69,1,3,3.000000,3
0feedf09-ee01-43ea-9489-1b58a00ba227,1,2,2.000000,2
f4f25187-82c7-4265-9bf9-71bc8ed1701f,2,2,1.000000,1
e00872da-35ca-4faf-98f0-3eacdc654102,2,2,1.000000,1
39107c52-98c9-4a75-b505-271294fac465,1,3,3.000000,3
1729815c-0eca-4350-ab5c-5ce2c530fcd4,1,1,1.000000,1
ee629236-d81f-4548-822a-11f979d7f013,2,2,1.000000,1
f258256f-54bc-46fc-baca-9df34d5ff3ac,2,3,1.500000,2
33ee54b5-0d80-4b24-b785-abcf45ee1e3f,1,1,1.000000,1
1bc74fba-d84b-4bcc-9386-cb329e96d9e3,1,1,1.000000,1
a714a287-37fd-4f34-ad8a-46580b566abe,1,2,2.000000,2
18812d7d-3e1e-4084-ad30-79ac968a2fa5,1,3,3.000000,3
8e72a8bd-ae9b-460b-9573-aba4b21efb12,1,3,3.000000,3
d7969eaf-cd67-4ac5-b060-393d864f8525,1,2,2.000000,2
bf609a7c-229e-4dc7-82df-8162b6648e97,1,2,2.000000,2
4f84b332-20fa-45e8-b9e0-e9fd0839492a,1,2,2.000000,2
5771f07a-575e-4004-a3a5-db3ee44bb1b0,1,1,1.000000,1
a06a6baa-a68b-42fe-a709-0053627f90d7,2,2,1.000000,1
42a98cef-7642-414d-a916-237ceb0abbf6,1,1,1.000000,1
dca7d97b-a46b-482b-b513-4c3ef1fa7dbf,1,2,2.000000,2
68942969-0475-4a26-931b-d1d8043a659c,1,1,1.000000,1
59751180-e355-4bfc-b5a2-5c571dfc6efa,1,1,1.000000,1
21cbaff6-4d5f-4083-9edf-9523563b74ae,1,2,2.000000,2
c49c5729-6dda-416a-91d6-3fec37394388,1,1,1.000000,1
c15796a9-88e4-406f-bd36-788d0e579acd,1,1,1.000000,1
48a3cfba-dcdc-4833-886c-5cc284e12343,1,3,3.000000,3
faede4bf-624b-414f-8bff-7f3bbfc74f7b,1,2,2.000000,2
553ad3d4-3bb0-43b3-ad8a-356e97057a27,1,3,3.000000,3
23adb02f-8cae-4303-bbd5-f125e974560d,2,2,1.000000,1
e51675c9-0801-4428-adc3-cf4b532be589,1,1,1.000000,1
97c26efe-10d8-4b54-8918-61fce6c86e73,1,2,2.000000,2
5e5bd954-ae5a-4f7d-a16b-85bc7f3203e5,1,3,3.000000,3
51e67b1a-ddcd-479b-8d42-f1d1410e814d,1,1,1.000000,1
